ticker,have_days,expected_days,missing_days,is_full,first_day,last_day,lookback_days,generated_at
SLDP,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SLG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SLN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SLQT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SLVM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SMR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SMRT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SMWB,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SNAP,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SNCY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SNDA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SNDK,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SNEX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SNOW,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SNY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SOBO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SOC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SOFI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SOL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SOLV,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SON,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SONY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SOUN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SOXQ,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SPG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SPHR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SPIR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SPNT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SPRU,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SPRY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SRAD,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SRCE,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SRG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SRRK,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SRTA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
ST,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
STEL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
STEP,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
STGW,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
STHO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
STLA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
STLD,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
STNE,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
STVN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
STX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SUZ,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SVC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SVV,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SW,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SWIM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SXT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SYF,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SYM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SYRE,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TAL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TALK,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TARS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TASK,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TBBB,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TBCH,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TBI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TBIL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TBLA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TBRG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TCBX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TCMD,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TDG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TDY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TE,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TECX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TEF,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TEM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TERN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TFIN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TFPM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TFSL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
THFF,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
THR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
THRY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TKO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TLN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TLRY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TLS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TMC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TMCI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TMHC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TNGX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TNL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TNYA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TOST,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TPG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TRDA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TRIN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TSAT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TSLL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TSSI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TTAN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TTE,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TTSH,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TUYA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
TVTX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
